original_index,is_outlier,begruendung,zielspalten_bewertet
834,False,"Die Werte sind für ein Lebensmittel-Cashback-Angebot plausibel: 22.904 Views und 68 Replies zeigen starkes Interesse an einem wiederkehrenden Kellogg's-Deal, 16 Votes sind moderat positiv. Preis und Saving sind 0, da es sich um eine Cashback-Aktion handelt, nicht um einen direkten Produktpreis.","['replies', 'views', 'votes', 'price', 'saving']"
835,False,"Die Werte sind für einen Redbull-Großpackungs-Deal bei Costco plausibel: Preis von 33,89€ für 24 Dosen entspricht ca. 1,41€/Dose (marktüblich), 8€ Ersparnis ist realistisch. Die hohen Views (3285) bei moderaten Replies (16) und leicht negativen Votes (-4) passen zu einem durchschnittlichen Grocery-Deal, der Interesse weckt aber nicht außergewöhnlich attraktiv ist.","['replies', 'views', 'votes', 'price', 'saving']"
836,False,"Die Werte sind für ein Shutterfly-Fotobuch-Angebot plausibel: Preis von 12.99€ ist typisch für solche Produkte, 2908 Views und 11 positive Votes zeigen normales Interesse an einem Foto-Deal, 3 Replies sind angemessen. Alle Engagement-Metriken passen zum Kontext eines Standard-Fotobuch-Angebots.","['replies', 'views', 'votes', 'price', 'saving']"
837,False,"Die Werte sind für ein Autopflegeprodukt bei Costco im mittleren Preissegment (44,99$ mit 15$ Ersparnis) plausibel. Die moderate Engagement-Rate (1797 Views, 1 Reply, -3 Votes) deutet auf ein Nischenprodukt mit begrenztem Interesse hin, was für Autopflegeprodukte typisch ist.","['replies', 'views', 'votes', 'price', 'saving']"
838,False,"Die Werte sind für ein Badezimmer-Accessoire (Duschablage) im mittleren Preissegment plausibel: Preis von 26,99 CAD mit 40% Ersparnis ist realistisch, moderate Engagement-Werte (1526 Views, 5 Replies, 2 Votes) passen zu einem soliden, aber nicht spektakulären Deal in der Kategorie Home & Garden.","['replies', 'views', 'votes', 'price', 'saving']"
839,True,"Die Views (126.336) sind extrem hoch für Bookshelf-Lautsprecher im mittleren Preissegment (149,97€), selbst bei 40% Rabatt. Das Verhältnis von Views zu Votes (104) und Replies (424) ist stark unausgewogen – typischerweise würde ein Deal mit über 126.000 Aufrufen deutlich mehr Engagement zeigen.","['replies', 'views', 'votes', 'price', 'saving']"
840,False,"Die Werte sind für ein refurbished Bose Premium-Kopfhörer-Angebot plausibel: Preis von 374,99$ liegt im erwartbaren Bereich für dieses Produkt, die Engagement-Werte (3914 Views, 11 Replies, 1 Vote) sind für ein Elektronik-Deal typisch, und die Ersparnis von 0.0 könnte auf fehlende Daten oder einen reinen Preis-Post hinweisen.","['replies', 'views', 'votes', 'price', 'saving']"
841,True,"Die Anzahl der Views (4174) ist für einen einfachen C-Clamp-Deal mit niedrigem Preis (6,99$) und minimaler Ersparnis (0$) extrem hoch. Bei nur 7 Antworten und 3 Votes würde man deutlich weniger Aufrufe erwarten – typischerweise im niedrigen dreistelligen Bereich für solch ein Nischenprodukt.","['replies', 'views', 'votes', 'price', 'saving']"
842,True,"Die Views (13.221) sind für ein einfaches Werkzeug-Set im Wert von 9,99€ extrem hoch und passen nicht zur Produktkategorie und zum niedrigen Preis. Während Engagement (33 Replies, 44 Votes) noch im Rahmen liegt, ist die Anzahl der Aufrufe für dieses Nischenprodukt deutlich ungewöhnlich hoch.","['replies', 'views', 'votes', 'price', 'saving']"
843,False,"Die Werte sind im Kontext eines Usenet-Deals plausibel: Der Preis von 5€ bezieht sich auf ein 500GB Block-Paket (wie im Titel beschrieben), was für digitale Dienste realistisch ist. Die 3520 Views und 12 Replies zeigen moderates Interesse an einem Nischen-Tech-Angebot, was für die Kategorie 'Computers & Electronics' und das spezifische Usenet-Thema erwartbar ist.","['replies', 'views', 'votes', 'price', 'saving']"
844,False,"Die Werte sind im Kontext plausibel: Der Preis von ~56$ für einen Manscaped Lawnmower 2.0 (Körperpflegegerät) ist marktüblich. Die hohen Views (17.508) und viele Replies (56) passen zu einem beliebten Markenprodukt im Beauty-Bereich, während die negativen Votes (-37) auf eine kontroverse Deal-Bewertung hindeuten, was bei diesem Produkttyp nicht ungewöhnlich ist.","['replies', 'views', 'votes', 'price', 'saving']"
845,False,"Die Werte sind im Kontext plausibel: Ein Punkteeinlösungs-Deal für Küchengeräte mit 50$ Ersparnis zeigt moderate Engagement-Werte (3482 Views, 15 Replies, 1 Vote), die für ein YMMV-Angebot (Your Mileage May Vary) typisch sind. Der Preis von 0.0 ist korrekt, da es sich um ein Punkteprogramm handelt, nicht um einen direkten Kaufpreis.","['replies', 'views', 'votes', 'price', 'saving']"
846,False,"Die Werte sind im Kontext plausibel: Samsung A51/A71 sind beliebte Mittelklasse-Smartphones, die hohe Aufmerksamkeit (54.137 Views) und Diskussion (170 Replies) rechtfertigen. Die 17 Votes und der Zeitraum von April bis Juli 2020 passen zu einem relevanten Deal-Thread für gefragte Geräte.","['replies', 'views', 'votes', 'price', 'saving']"
847,True,"Die Anzahl der Views (3640) ist extrem hoch im Verhältnis zu nur 1 Reply und 1 Vote für einen Ultraboost-Schuh-Deal zu 112,50$. Typischerweise würde ein Deal mit über 3600 Aufrufen deutlich mehr Engagement (Antworten und Votes) generieren, was auf eine ungewöhnliche Diskrepanz zwischen Sichtbarkeit und Interaktion hindeutet.","['replies', 'views', 'votes', 'price', 'saving']"
848,True,"Die Anzahl der Views (3999) ist extrem hoch im Verhältnis zu nur 5 Antworten und 3 Votes für einen Roboterstaubsauger-Deal. Typischerweise würde ein Deal mit fast 4000 Aufrufen deutlich mehr Engagement (Votes und Replies) generieren, was auf eine Anomalie hindeutet.","['replies', 'views', 'votes', 'price', 'saving']"
849,False,"Die Werte sind im Kontext plausibel: Ein Banking-Angebot mit 2,8% Zinsen (invitation only) erzeugt erwartbar hohes Interesse (24.078 Views, 93 Replies), da Finanzprodukte oft intensiv diskutiert werden. Price und Saving sind 0,0 (kein physisches Produkt), und die niedrigen Votes (1) sind bei Finanzthemen nicht ungewöhnlich.","['replies', 'views', 'votes', 'price', 'saving']"
850,True,Die Anzahl der Views (2581) ist extrem hoch im Verhältnis zu nur 3 Antworten und 0 Votes für eine Winterjacke mit begrenzten Größen. Diese Diskrepanz zwischen sehr hoher Aufmerksamkeit und minimaler Interaktion ist für einen Deal dieser Art ungewöhnlich.,"['replies', 'views', 'votes', 'price', 'saving']"
851,False,"Die Werte sind für ein Lebensmittel-Deal (1220g Cornflakes für 4.44$) plausibel: Der Preis ist realistisch für eine Großpackung Müsli, und die Engagement-Werte (2616 Views, 11 Votes, 2 Replies) passen zu einem soliden Grocery-Deal mit moderatem Interesse.","['replies', 'views', 'votes', 'price', 'saving']"
852,False,"Die Werte sind im Kontext eines seitenweiten 10%-Rabatt-Deals bei Zavvi plausibel. Moderate Views (1459), wenige Replies (2) und leicht negative Votes (-2) passen zu einem generischen Rabattcode ohne besonders attraktives Einzelangebot, während Preis 0€ und Saving 10€ typisch für prozentuale Rabattaktionen ohne spezifischen Produktpreis sind.","['replies', 'views', 'votes', 'price', 'saving']"
853,True,"Die Ersparnis von 70€ bei einem Verkaufspreis von nur 14.99€ ist extrem ungewöhnlich und würde einen ursprünglichen Preis von ca. 85€ für eine einfache Breaker Bar implizieren, was für dieses Werkzeug unrealistisch hoch ist. Zudem sind 7978 Views für ein Nischen-Autowerkzeug außergewöhnlich hoch im Verhältnis zu den moderaten 37 Replies und 16 Votes.","['replies', 'views', 'votes', 'price', 'saving']"
854,True,"Die 10.152 Views sind für einen Deal mit nur 2 Votes und 15 Replies extrem ungewöhnlich hoch. Bei JBL Kopfhörern für 50$ wäre bei dieser enormen Aufmerksamkeit deutlich mehr Engagement (Votes/Replies) zu erwarten, was auf eine Datenanomalie hindeutet.","['replies', 'views', 'votes', 'price', 'saving']"
855,True,"Der Preis von 0.02€ für Damen-Umstandsjeans (Marke Jordache) ist extrem unrealistisch niedrig, selbst für einen außergewöhnlichen Deal. Obwohl 'YMMV' (Your Mileage May Vary) auf limitierte Verfügbarkeit hindeutet und die hohen Views (3684) auf Interesse an diesem extremen Schnäppchen hindeuten, ist dieser Preis selbst für Clearance-Artikel ungewöhnlich und deutet auf einen möglichen Preisfehler oder Dateneingabefehler hin.","['replies', 'views', 'votes', 'price', 'saving']"
856,False,"Die extrem hohen Views (141.971) und Replies (318) sind im Kontext plausibel: Der Deal richtet sich an Frontline- und Healthcare-Worker während der COVID-19-Pandemie (April 2020) und deckt mehrere große kanadische Regionen ab, was breites öffentliches Interesse und hohe Engagement-Werte erklärt. Die 90 Votes und der symbolische Preis von 0€ mit 50€ Ersparnis passen zum Charakter eines Sammelthreads für kostenlose/vergünstigte Angebote.","['replies', 'views', 'votes', 'price', 'saving']"
857,False,"Die Werte sind für einen hochwertigen Aquarium-Kanisterfilter (Fluval 307) plausibel: Der Preis von 174,49€ liegt im typischen Bereich für solche Spezialgeräte, und die moderate Engagement-Rate (1436 Views, 2 Replies, 4 Votes) passt zu einem Nischenprodukt im Haustier-/Aquaristikbereich ohne besondere Ersparnis.","['replies', 'views', 'votes', 'price', 'saving']"
858,False,"Die Werte sind für einen Smart Power Strip im mittleren Preissegment ($34.99) plausibel: moderate Engagement-Zahlen (9 Antworten, 3250 Views, 16 Votes) passen zu einem soliden, aber nicht außergewöhnlichen Tech-Deal. Preis und fehlende Ersparnis sind für dieses Produktsegment realistisch.","['replies', 'views', 'votes', 'price', 'saving']"
859,False,"Die Werte sind für einen IKEA-Möbeldeal plausibel: 8613 Views und 19 Replies zeigen solides Interesse an einem Bettgestell-Angebot, 15 positive Votes deuten auf einen attraktiven Deal hin. Price und Saving sind 0.0, was bei 'YMMV' (Your Mileage May Vary) In-Store-Deals typisch ist, da Preise variieren können.","['replies', 'views', 'votes', 'price', 'saving']"
860,False,"Die Werte sind für einen Ultimate Ears WONDERBOOM 2 Bluetooth-Lautsprecher plausibel: Der Preis von 79,99 CAD liegt im typischen Bereich für dieses Produkt, und die Engagement-Werte (23 Antworten, 7961 Views, 6 Votes) sind für einen beliebten Elektronik-Deal in der Kategorie 'Computers & Electronics' durchaus normal und erwartbar.","['replies', 'views', 'votes', 'price', 'saving']"
861,False,"Die Werte sind für ein RYOBI Akku-Werkzeug im mittleren Preissegment (19,88$) plausibel: moderate Engagement-Zahlen (23 Antworten, 15 Votes, 7452 Views) passen zu einem soliden Deal für ein Nischen-Heimwerkerprodukt. Keine Ersparnis angegeben (0.0) ist bei Bare-Tool-Angeboten nicht ungewöhnlich.","['replies', 'views', 'votes', 'price', 'saving']"
862,False,"Die Werte sind für ein Beauty-Produkt im Niedrigpreissegment (Gesichtsmaske für 2,50 CAD) plausibel. Die moderaten Engagement-Werte (1218 Views, 3 Votes, 1 Reply) passen zu einem günstigen Alltagsprodukt ohne spektakuläre Ersparnis.","['replies', 'views', 'votes', 'price', 'saving']"
863,False,"Die Werte sind im Kontext plausibel: Ein Makita 18V Akku-Laubgebläse für 90$ (reduziert von 199$) ist ein realistischer Preis für Marken-Elektrowerkzeug. Die 2350 Views und 8 Replies passen zu einem soliden Deal mit 55% Ersparnis, während 0 Votes bei einem YMMV-Deal (Your Mileage May Vary) nicht ungewöhnlich sind.","['replies', 'views', 'votes', 'price', 'saving']"
864,False,"Die Werte sind für einen digitalen 4K-Film im Google Play Store plausibel: Preis von 9.99$ ist typisch für digitale Filmkäufe, 67$ Ersparnis erscheint hoch aber möglich bei Vergleich zum UVP. Die Engagement-Werte (4148 Views, 16 Replies, 9 Votes) passen zu einem populären Film wie Sonic The Hedgehog aus 2020, der moderate aber nicht außergewöhnliche Community-Aktivität generiert.","['replies', 'views', 'votes', 'price', 'saving']"
865,False,"Die Werte sind im Kontext plausibel: Ein Marken-Sonnenschutz (Neutrogena) für 4$ statt 21.99$ ist ein attraktiver Deal, der hohe Views (12146), moderate Engagement-Werte (42 Replies, 24 Votes) und die Produktkategorie Beauty rechtfertigt. Preis und Ersparnis passen zur Deal-Struktur.","['replies', 'views', 'votes', 'price', 'saving']"
866,True,"Die Anzahl der Views (5963) ist für ein einfaches Micro-USB-Ladekabel im Wert von 6,99$ extrem hoch und steht in keinem realistischen Verhältnis zu den Replies (17) und Votes (8). Solch hohe Aufrufzahlen wären eher bei hochpreisigen Elektronikprodukten oder außergewöhnlichen Deals zu erwarten.","['replies', 'views', 'votes', 'price', 'saving']"
867,False,"Die Werte sind im Kontext plausibel: Ein 20kg Mehlsack für 6,99$ ist ein guter Preis (Clearance-Angebot), die moderate Engagement-Rate (1877 Views, 4 Votes, 1 Reply) passt zu einem lokalen Lebensmittel-Deal mit eingeschränkter Verfügbarkeit (nur eine Filiale). Die negative Ersparnis von -9$ ist vermutlich ein Datenfehler, macht die anderen Werte aber nicht zu Ausreißern.","['replies', 'views', 'votes', 'price', 'saving']"
868,False,"Die Werte sind im Kontext der COVID-19-Pandemie (Juni 2020) plausibel: Lysol-Desinfektionsspray war damals sehr gefragt, was die hohen Views (8752) und viele Replies (28) erklärt. Der Preis von 36€ für 12 Dosen (3€/Dose) ist für Dollarama realistisch, und die leicht negativen Votes (-3) könnten auf Verfügbarkeitsprobleme oder Preis-Diskussionen hindeuten.","['replies', 'views', 'votes', 'price', 'saving']"
869,False,"Die Werte sind für ein Bose Solo 5 Soundsystem plausibel: Preis von 119,99$ mit 52$ Ersparnis ist marktüblich für ein generalüberholtes Gerät dieser Marke. Die Engagement-Werte (4989 Views, 12 Replies, 4 Votes) passen zu einem attraktiven Audio-Deal einer bekannten Marke.","['replies', 'views', 'votes', 'price', 'saving']"
870,False,"Die Werte sind für ein Kreditkartenangebot mit Bonusmeilen plausibel: moderate Views (990), wenige Replies (1) und Votes (4) passen zu einem YMMV-Angebot (Your Mileage May Vary), das nicht alle Nutzer betrifft. Price und Saving bei 0.0 sind bei Kreditkartenangeboten erwartbar, da es um Bonusprogramme geht.","['replies', 'views', 'votes', 'price', 'saving']"
871,True,"Der extrem niedrige Preis von 3$ für 3 Monate Bike-Share ist zwar durch den Zusatz 'For people in need' erklärbar (Sozialprogramm), jedoch sind 953 Views bei nur 1 Reply und 1 Vote auffällig unausgewogen. Normalerweise würde ein so attraktives Angebot deutlich mehr Engagement (Replies/Votes) generieren, wenn es fast 1000 Views erhält.","['replies', 'views', 'votes', 'price', 'saving']"
872,True,"Die 13.044 Views sind extrem hoch für ein 8-teiliges Weinglas-Set im Wert von 19,99€, selbst bei 80% Rabatt. Während die Engagement-Werte (28 Replies, 18 Votes) moderat sind, ist die View-Zahl unverhältnismäßig hoch für ein Nischen-Haushaltsprodukt und deutet auf eine Anomalie hin.","['replies', 'views', 'votes', 'price', 'saving']"
873,False,"Die Werte sind für eine kostenlose Software-App im Microsoft Store plausibel: Preis 0€ (gratis), keine Ersparnis, moderate 238 Views, 2 Votes und 0 Replies passen zu einem Nischen-Tool (Multilingual Translator) mit begrenztem Interesse. Alle Engagement-Metriken sind im erwartbaren Bereich für kostenlose Software-Deals.","['replies', 'views', 'votes', 'price', 'saving']"
874,False,"Die Werte sind für einen Costco-Kaffee-Deal plausibel: Preis von 31.99$ für 1.8kg Premium-Kaffee ist marktüblich, 5566 Views und 22 Replies zeigen solides Interesse an einem Lebensmittel-Deal, 9 positive Votes passen zur Nischenattraktivität von Kaffee-Angeboten.","['replies', 'views', 'votes', 'price', 'saving']"
875,False,"Die Werte sind für ein Ooma Telo Heimtelefon-Gerät im Preissegment um 100€ plausibel. Die moderate Engagement-Rate (2021 Views, 4 Replies, 4 Votes) passt zu einem Nischenprodukt im Bereich Heimtelefonie, das nicht die breite Masse anspricht aber für Interessenten relevant ist.","['replies', 'views', 'votes', 'price', 'saving']"
